Date,Review Rating,verbatims,tokens
2024-02-23,5,"Tratamiento hidratante. Compré este producto hace unas semanas y tengo que decir que funciona de verdad. Noto mi pelo mucho más hidratado y sano, se me cae mucho menos el cabello y me encanta la sensación de frescura que deja nada más usarlo. Realmente lo recomiendo totalmente","['tratamiento', 'hidratante', 'semana', 'funcionar', 'notar', 'pelo', 'hidratado', 'sano', 'caer', 'pelo', 'encantar', 'sensacion', 'frescura', 'usar', 'realmente', 'recomendar', 'totalmente']"
2024-02-23,5,. Me resultó muy bueno pensaba que no haría nada pero el picor y mucha caspa me ha desaparecido en pocos lavados,"['resulto', 'pensar', 'hario', 'picor', 'caspa', 'desaparecer', 'lavado']"
2024-02-22,5,"Funciona perfectamente. Compré el tratamiento completo de la caída del cabello, la verdad que me resultó muy tentador, porque siempre había usado el h&s de toda la vida y quise probar esta gama ya que se me caia muchísimo el pelo. Los resultados han sido impresionantes, desde que empecé a usar el champú y el acondicionador en la ducha, que es donde más notaba la caída, ahora ya no tengo mechones en las manos, se cae algún pelo pero no es nada comparado con antes, después me aplicó el serum, nada más salir de la ducha y por las noches, y este serum es el que más efecto hace. Mi opinión sincera es que son los productos que se han convertido indispensables para mis cuidados del cabello","['funcionar', 'perfectamente', 'tratamiento', 'completo', 'caida', 'pelo', 'resulto', 'tentador', 'vida', 'querer', 'probar', 'gama', 'caia', 'muchisimo', 'pelo', 'resultado', 'impresionante', 'empece', 'champu', 'acondicionador', 'ducha', 'notar', 'caida', 'mechón', 'mano', 'caer', 'algun', 'pelo', 'comparado', 'aplicar', 'serum', 'salir', 'ducha', 'noche', 'serum', 'efecto', 'opinion', 'sincero', 'convertir', 'indispensable', 'cuidado', 'pelo']"
2024-02-22,5,"¡Eficacia probada!. Llevo utilizando el producto varios meses y os aseguro que he notado un cambio en mi pelo. Lo veo más fuerte y sedoso. Es una pasada, seguiré utilizándolo porque estoy muy contenta con el resultado. Además, no es necesario aclararte el pelo tras aplicar el producto. El formato facilita mucho que puedas llegar a todas las zonas y distribuirlo correctamente. Os recomiendo que lo probéis, merece muchísimo la pena.","['eficacia', 'probado', 'llevar', 'utilizar', 'mes', 'asegurar', 'notar', 'cambio', 'pelo', 'fuerte', 'sedoso', 'seguire', 'utilizar', 'contentar', 'resultado', 'necesario', 'aclarar tú', 'pelo', 'aplicar', 'formato', 'facilitar', 'puedar', 'llegar', 'zona', 'distribuir', 'correctamente', 'recomendar', 'probeis', 'merecer', 'muchisimo', 'pena']"
2024-02-22,5,"Ideal. He notado muchísimas mejoría en mi cabello, pelo mucho más hidratado con un brillo espectacular y sin enredos, estoy encantada,","['ideal', 'notar', 'muchisimos', 'mejorio', 'pelo', 'pelo', 'hidratado', 'brillo', 'espectacular', 'enredo', 'encantado']"
2024-02-11,5,"Resultados desde el primer día. Compré este champú por la promoción de la cuponera y lo he seguido comprando después. Tengo dermatitis atópica y es la primera vez que encuentro un champú con el que no tengo ningún problema, te deja pelo y piel hidratada y huele muy bien. Sin duda lo recomiendo","['resultado', 'champu', 'promocion', 'cuponera', 'seguir', 'dermatitis', 'atopico', 'encontrar', 'champu', 'ningun', 'problema', 'pelo', 'piel', 'hidratado', 'oler', 'duda', 'recomendar']"
2024-01-11,4,Muy bueno. Tengo el cuerpo cabelludo con rojeces y la verdad es que me va súper bien. También uso el acondicionador y me deja el pelo super suave,"['cuerpo', 'cabelludo', 'rojez', 'super', 'acondicionador', 'pelo', 'super', 'suave']"
2024-01-11,4,El único que funciona. Desde que uso este champú he notado que sobretodo te quita la descamación del cuero cabelludo. Hay que lavarse el pelo muy bien y masajear para conseguir el efecto menthol.,"['unico', 'funcionar', 'champu', 'notar', 'sobretodo', 'quitar', 'descamacion', 'cuero', 'cabelludo', 'lavar', 'pelo', 'masajear', 'efecto', 'menthol']"
2024-01-07,5,. Me deja el pelo muy brillante sedoso y me da volumen,"['pelo', 'brillante', 'sedoso', 'volumen']"
2023-12-27,4,"fantasticas funciones. Compre este producto, en una oferta para probarlo, me sorprendió el resultado. A mi modo de ver muy bueno.","['fantastica', 'función', 'oferta', 'probar', 'sorprender', 'resultado']"
2023-12-26,5,"Me encanta ,es buenisimo. Llevo toda la vida usando HS y es buenisimo ,no cambio pues ya estoy acostumbrada yo y toda mi familia a usarlo ,probamos cada variedad que sale nueva y nos encanta","['encantar', 'buenisimo', 'llevar', 'vida', 'hs', 'buenisimo', 'cambio', 'acostumbrado', 'familia', 'usar', 'probar', 'variedad', 'salir', 'encantar']"
2023-12-26,5,Perfecto por mi tipo de pelo. Llevo usándolo un poco tiempo y si que es genial de verdad,"['perfecto', 'tipo', 'pelo', 'llevar', 'usandolir', 'tiempo', 'genial']"
2023-12-18,5,"Fantásticos resultados. Llevo más de 2 semanas usándolo y me cabello parece mucho más saludable y más hidratado. Noto el cuero cabelludo muy limpio, más fresco y más húmedo, ya no se reseca tanto como antes. La caspa ha desaparecido por completo. Fue un gran descubrimiento y me encanta!","['fantastico', 'resultado', 'llevar', 'semana', 'usandolir', 'pelo', 'saludable', 'hidratado', 'notar', 'cuero', 'cabelludo', 'limpio', 'fresco', 'humedo', 'resecar', 'caspa', 'desaparecer', 'completo', 'descubrimiento', 'encantar']"
2023-12-13,5,"El pelo me quedo muy suave. Lo compre hace 1 mes me gusta mucho,el pelo queda suave y con brillo,excelente producto","['pelo', 'quedar', 'suave', 'mes', 'gustar', 'pelo', 'quedar', 'suave', 'brillo', 'excelente']"
2023-12-10,5,"Me encanta el producto. Me ha encantado el resultado ,te deja el cabello super hidratado","['encantar', 'encantar', 'resultado', 'pelo', 'super', 'hidratado']"
2023-12-09,5,Buenisimooooooooooooooooo. Lo uso hace un mes y he visto cambios positivos en mi cabello,"['buenisimooooooooooooooooo', 'mes', 'cambio', 'positivo', 'pelo']"
2023-12-05,4,"Me calma al instante. Desde hace unos meses tengo el cuero cabelludo muy irritable, me pica y la sensación es muy desagradable y este producto me calma al instante. Es aplicarlo y adiós molestias y eso no me puede gustar más. Además no engrasa así que lo aplico 2 veces al día.","['calmar', 'instante', 'mes', 'cuero', 'cabelludo', 'irritable', 'picar', 'sensacion', 'desagradable', 'calmar', 'instante', 'aplicar', 'adio', 'molestia', 'gustar', 'engrasar', 'aplicar']"
2023-12-05,4,"Frescor en el cuero cabelludo. Es un frescor que alivia mucho las molestias de picor en la cabeza y unido al resto de productos de la gama dejan un pelo limpio, bonito y saludable además de calmado.","['frescor', 'cuero', 'cabelludo', 'frescor', 'aliviar', 'molestia', 'picor', 'cabeza', 'unido', 'resto', 'gama', 'pelo', 'limpio', 'bonito', 'saludable', 'calmado']"
2023-11-30,5,fantastico resultado. compré para probar porque me dura poco el pelo limpio y la verdad he conseguido buen resultado desde el principio y el pelo lo tengo bien durante mas tiempo,"['fantastico', 'resultado', 'probar', 'durar', 'pelo', 'limpio', 'conseguir', 'resultado', 'principio', 'pelo', 'tiempo']"
2023-11-30,5,"Resultados visibles de inmediato!. Compré este producto hace dos meses ,y los resultados son inmediatos cabellos sedoso desde la raíz a la punta con resultados realmente asombroso ,mantienen además mi color intacto ,lo recomiendo 100%","['resultado', 'visible', 'inmediato', 'mes', 'resultado', 'inmediato', 'cabello', 'sedoso', 'raiz', 'punta', 'resultado', 'realmente', 'asombroso', 'mantener', 'color', 'intacto', 'recomendar']"
2023-11-30,5,"Totalmente recomendable. Llevo muchos años usando el champu H&S. Cuando he visto este nuevo producto, compre sin duda y estoy encantada. Hace su funcion, pelo limpio, suave un olor agradable y frescura. Osea buenos resultados. Gracias","['totalmente', 'recomendable', 'llevar', 'ano', 'champu', 'duda', 'encantado', 'funcion', 'pelo', 'limpio', 'suave', 'olor', 'agradable', 'frescura', 'osea', 'resultado', 'gracias']"
2023-11-29,4,Mejora la textura del cabello. Suelo usar H&S desde siempre y hace un mes probé este nuevo producto. Me encanto,"['mejora', 'textura', 'pelo', 'soler', 'mes', 'probe', 'encantar']"
2023-11-29,4,Hidrata muy bien y dura bastante. Hidrata muy bien y dura bastante (más de 12 horas),"['hidratar', 'durar', 'hidratar', 'duro', 'hora']"
2023-11-29,5,Bueno. buen champú dermaxpro para cueros cabelludo sensibles,"['champu', 'dermaxpro', 'cuero', 'cabelludo', 'sensible']"
2023-11-29,5,Me encanta. ¡Lo compre y me encanto! Lo volveré a comprar pronto,"['encantar', 'encantar', 'volverar']"
2023-11-29,5,Un fantástico descubrimiento. Lo compré para madre cansada de buscar productos que aliviaran su cuero cabelludo. La mejor compra que he hecho en mucho tiempo,"['fantastico', 'descubrimiento', 'madre', 'cansado', 'buscar', 'aliviar', 'cuero', 'cabelludo', 'compra', 'tiempo']"
2023-11-29,5,Espectacular. Compré el producto para probar y a pesar de que es caro es muy bueno,"['espectacular', 'probar', 'caro']"
2023-11-29,5,Fantastico. Compre este producto y funciona genial. Sin duda lo recomiendo,"['fantastico', 'funcionar', 'genial', 'duda', 'recomendar']"
2023-11-29,5,¡Ha salvado mi pelo!. Tengo un trabajo muy duro en el que mi pelo siempre se llena de polvo y tengo que llevarlo recogido. Se había quedado seco y siempre me costaba desenredarlo. Gracias a este producto me resulta mucho más fácil desenredarlo y vuelve a brillar como antes! ! ! Menos mal que lo encontré,"['salvar', 'pelo', 'trabajo', 'duro', 'pelo', 'llenar', 'polvo', 'llevar', 'recogido', 'quedar', 'seco', 'costar', 'desenredar', 'gracias', 'resultar', 'facil', 'desenredar', 'volver', 'brillar', 'encontrar']"
2023-11-29,5,"Calidad - Precio Increible!. Llevo usando este producto desde hace 2 meses, me ha encantado. ¡Lo probé por unas compañeras y no volvería a cambiar de champú para mi cabello!","['calidad', 'precio', 'increible', 'llevar', 'mes', 'encantar', 'probe', 'companeras', 'volveriar', 'cambiar', 'champu', 'pelo']"
2023-11-29,5,"¡Me ha encantado!. Hace poco que probé este champú junto con el resto de su gama y mi pelo ha cambiado mucho, siempre tenía caspa a pesar de lavarme el pelo a menudo y con este champú he conseguido erradicarla en muy poco tiempo. Sin duda un indispensable en mi casa.","['encantar', 'probe', 'champu', 'resto', 'gama', 'pelo', 'cambiar', 'tenia', 'caspa', 'lavar yo', 'pelo', 'champu', 'conseguir', 'erradicar', 'tiempo', 'duda', 'indispensable', 'casa']"
2023-11-29,5,Cumple 100%. Aún tengo cantidad de esté producto y lo compré a parte por la caspa y la verdad que está cumpliendo con su función de momento lo recomiendo.,"['cumplir', 'cantidad', 'caspa', 'cumplir', 'funcion', 'momento', 'recomendar']"
2023-11-29,5,"Hidratación máxima. Probé este producto hace 2 semanas y desde la primera vez he notado como hidrata en profundidad mi cabello que tiene una tendencia seca, lo deja mucho más brillante y bonito","['hidratacion', 'maxima', 'probe', 'semana', 'notar', 'hidrata', 'profundidad', 'pelo', 'tendencia', 'seco', 'brillante', 'bonito']"
2023-11-29,5,"Buen producto. Te deja el pelo increíblemente suave y limpio, nos encanta.","['pelo', 'increiblemente', 'suave', 'limpio', 'encantar']"
2023-11-29,5,"Genial. Llevo un mes usándolo, el pelo queda hidratado y revitalizado. Práctico y fácil de usar.","['genial', 'llevar', 'mes', 'usandolo', 'pelo', 'quedar', 'hidratado', 'revitalizado', 'practico', 'facil']"
2023-11-29,5,Muy bueno. Deja el pelo muy hidratado y tiene una sensación ligera,"['pelo', 'hidratado', 'sensacion', 'ligero']"
2023-11-29,5,PELO LIMPIO Y SUAVE. Noto el pelo más fuerte y parece que se me cae menos,"['pelo', 'limpio', 'suave', 'notar', 'pelo', 'fuerte', 'caer']"
2023-11-29,5,"Ha sido lo mejor que me han recomendado. Me lo recomendó mi peluquera porque tenía el pelo muy maltratado de utilizar tintes continúos; y ¡ me encanta! Es fabuloso. Te aporta hidratación sin apermazamiento. Se nota desde el primer uso, pelo suave y sin encrespamiento. ¡ Una maravilla! Lo recomiendo 100x100.","['recomendar', 'recomendar', 'peluquera', 'tenia', 'pelo', 'maltratado', 'utilizar', 'tinte', 'continuo', 'encantar', 'fabuloso', 'aportar', 'hidratacion', 'apermazamiento', 'notar', 'pelo', 'suave', 'encrespamiento', 'maravilla', 'recomendar']"
2023-11-29,5,Champu. Este champu dermaXpro es muy bueno para el cabello  y para el crecimiento sin caspa ni residuos lo deja muy suave y limpio y después me pongo el acondicionador y me lo deja muy limpio y sin nada de caspa,"['champu', 'champu', 'dermaxpro', 'pelo', 'crecimiento', 'caspa', 'residuo', 'suave', 'limpio', 'poner', 'acondicionador', 'limpio', 'caspa']"
2023-11-29,5,fantasticas funciones. Muy bueno lo recomiendo es muy suave y fresco me encanta el brillo que deja,"['fantastica', 'función', 'recomendar', 'suave', 'fresco', 'encantar', 'brillo']"
2023-11-28,4,Buen champú. Compre el producto para probar y me agradó bastante,"['champu', 'probar', 'agradar']"
2023-11-28,4,Buena hidratacion. La verdad es que era escéptica y si funciona. . Así que estoy contenta. . Y soy obsesionada de mi pelo. .,"['hidratacion', 'esceptico', 'funcionar', 'contentar', 'obsesionar', 'pelo']"
2023-11-28,4,"Muy bueno. Muy buen champú, lo he usado una vez y me ha encantado, lo volveré a comprar","['champu', 'encantar', 'volverar']"
2023-11-28,4,"de lo mejor de la marca. si que es verdad que me han dicho quen los ingredientes no son muy buenos para el pelo, a mi me gusta un monton.","['marca', 'car', 'ingrediente', 'pelo', 'gustar', 'monton']"
2023-11-28,5,Champú anticaspa. El Champú anticaspa DermaxPro deja el pelo limpio y sin caspa,"['champu', 'anticaspa', 'champu', 'anticaspa', 'dermaxpro', 'pelo', 'limpio', 'caspa']"
2023-11-28,5,"Encantada. ESTOY USÁNDOLO A PARTIR DE VERLO EN LA CUPONERA Y ME VA SUPER BIEN PARA MI CABELLO RIZADO, UNO DE LOS MEJORES PRODUCTOS QUE EH PROBADO.","['encantado', 'usandolo', 'ver', 'cuponera', 'super', 'pelo', 'rizado', 'mejor', 'eh', 'probado']"
2023-11-28,5,CABELLO REJUVENECIDO. Lo compré hace un par de meses por primera vez y a mis hijas y a mi nos encantan los resultados,"['pelo', 'rejuvenecido', 'par', 'mes', 'hija', 'encantar', 'resultado']"
2023-11-28,5,Cumple su función y nutre el pelo. Lo compré porque me encabta probar productos nuevos y me ha encantado. Sin duda lo volveré a usar,"['cumplir', 'funcion', 'nutrir', 'pelo', 'encabtar', 'probar', 'encantar', 'duda', 'volverar']"
2023-11-28,5,"Fantástico! ! !. Lo compré hace poco y el resultado es genial, se nota en el primer lavado. Super recomendable! !","['fantastico', 'resultado', 'genial', 'notar', 'lavado', 'super', 'recomendable']"
2023-11-28,5,"Un cabello brillante e hidratado. Compre el producto por recomendación de una amiga y realmente estoy contenta, deja el cabello hidratado, limpio y brillante","['pelo', 'brillante', 'hidratado', 'recomendacion', 'amiga', 'realmente', 'contento', 'pelo', 'hidratado', 'limpio', 'brillante']"
2023-11-28,5,Funciona muy bien!. Compre este producto despues de conocerlo por proximati y en especial para mi marido. Va genial en cuero cabelludo seco y con tendencia a descamarse.,"['funcionar', 'conocer', 'proximati', 'especial', 'marido', 'genial', 'cuero', 'cabelludo', 'seco', 'tendencia', 'descamar']"
2023-11-28,5,Genial! ! ! ! ! !. Me encanta el producto y cumple con las expectativas,"['genial', 'encantar', 'cumplir', 'expectativa']"
2023-11-28,5,"Me encanta como queda el pelo. Recomiendo este producto,como uso habitual. Muy Buenos resultados.","['encantar', 'quedar', 'pelo', 'recomendar', 'habitual', 'resultado']"
2023-11-28,5,Muy bueno. Lo probé el mes pasado y la verdad es que me encantó.,"['probe', 'mes', 'encanto']"
2023-11-28,5,"Súper hidratación. Te deja el pelo brillante y sedoso, muy hidratado. Es genial","['super', 'hidratacion', 'pelo', 'brillante', 'sedoso', 'hidratado', 'genial']"
2023-11-28,5,Pelo con brillo. Deja el pelo con un brillo tremendo y muy muy suave  Nos encanta,"['pelo', 'brillo', 'pelo', 'brillo', 'tremendo', 'suave', 'encantar']"
2023-11-28,5,"Xd. Este producto es un champú, se usa para limpiar la cabeza","['xd', 'champu', 'limpiar', 'cabeza']"
2023-11-27,4,Me encanta. Buena fragancia  Te deja el pelo suave y no hace falta que uses acondicionador,"['encantar', 'fragancia', 'pelo', 'suave', 'falta', 'uses', 'acondicionador']"
2023-11-27,4,Super eficaz. Lo compré hace 15 Días y me sorprendió bastante y se nota más fuerte y con más brillo.,"['super', 'eficaz', 'sorprender', 'notar', 'fuerte', 'brillo']"
2023-11-27,4,"ES LO MEJOR. Lo compré hace dos semanas y me ha gustado muchísimo sobre todo que no tiene aclarado y yo necesito una hidratación profunda, sin tener que aclarar. recomendadísimo.","['semana', 'gustar', 'aclarado', 'necesitar', 'hidratacion', 'profundo', 'aclarar', 'recomendadisimo']"
2023-11-27,4,"Me encanta , es un producto maravilloso. Me encanta, lo seguiré comprando, es maravilloso, lo recomendarte a mis amigos","['encantar', 'maravilloso', 'encantar', 'seguire', 'maravilloso', 'recomendar tú', 'amigo']"
2023-11-27,4,Parece que funciona. Lo llevo usando solo 15 días pero tengo el pelo más jugoso e hidratado,"['funcionar', 'llevar', 'pelo', 'jugoso', 'hidratado']"
2023-11-27,5,Fantastico. Todo lo que necesitas para que tu pelo se vea espectacular,"['fantastico', 'necesitar', 'pelo', 'espectacular']"
2023-11-27,5,"Me encanta. Compre este producto hace un mes y es una autentica maravilla, noto mi pelo mas fuerte y más abundante","['encantar', 'mes', 'autentico', 'maravilla', 'notar', 'pelo', 'fuerte', 'abundante']"
2023-11-27,5,Genial!. Compré este producto y hace tal cual su función. Te deja el pelo super hidratado y sedoso.,"['genial', 'funcion', 'pelo', 'super', 'hidratado', 'sedoso']"
2023-11-27,5,Buen producto. Compré este producto y deja el pelo muy bien. Lo reco. iendo 100%,"['pelo', 'recir', 'ir']"
2023-11-27,5,Muy bueno y duradero. Compre este producto y me funcionó muy bien dejando un frescor y olor agradable,"['duradero', 'funcionar', 'frescor', 'olor', 'agradable']"
2023-11-27,5,Cabello muy dócil. Compre este producto porque mi cuero cabelludo es muy graso y siempre tengo el problema de caspa y quería cambiar de producto vi este y me deja genial el cabello muy dócil y sin nada de grasa lo recomiendo al 100%%%%%,"['pelo', 'docil', 'cuero', 'cabelludo', 'graso', 'problema', 'caspa', 'querio', 'cambiar', 'genial', 'pelo', 'docil', 'grasa', 'recomendar']"
2023-11-27,5,Me encanta funciona super bien justo lo que quería. Compre este producto por curiosidad y la verdad me he alegrado mucho porque me deja el. pelo super bien,"['encantar', 'funcionar', 'super', 'justo', 'queriar', 'curiosidad', 'alegrar', 'pelo', 'super']"
2023-11-27,5,De los mejores champús probados. Compre este champu en carrefour lo ha probado mi pareja y me ha dicho que es increíble y que le deja la barba súper suave es un poco subido de precio pero esque lo vale,"['mejor', 'champus', 'probado', 'champu', 'carrefour', 'probar', 'pareja', 'increible', 'barba', 'super', 'suave', 'subido', 'precio', 'esque', 'valer']"
2023-11-27,5,Me encanto. No e probado un champú mejor que este os lo recomoendo,"['encanto', 'probar', 'champu', 'recomoendo']"
2023-11-27,5,Muy recomendado. Invertí mi dinero bien . . buna calidad del producto me encanta deja el cabello suave y sin caspa molesta,"['recomendado', 'inverti', 'dinero', 'buna', 'calidad', 'encantar', 'pelo', 'suave', 'caspa', 'molestar']"
2023-11-27,5,"Excelente. me gusta, esperare a usarlo un par se semanas para poder dar una opinion sobre su uso.","['excelente', 'gustar', 'esperare', 'usar', 'par', 'semana', 'opinion']"
2023-11-27,5,"Birno. Me encanta,calidad y precio. Efectivo y buena limpieza y cuidados.","['birno', 'encantar', 'calidad', 'precio', 'efectivo', 'limpieza', 'cuidado']"
2023-11-27,5,Fantastico. Me encantan estas marcas para el cabello huelen tan bien y son tan buenas,"['fantastico', 'encantar', 'marca', 'pelo', 'oler']"
2023-11-27,5,Perfecto me gusta mucho. Comencé a usarlo porque me lo recomendó una amiga y me va genial,"['perfecto', 'gustar', 'comence', 'usar', 'recomendar', 'amiga', 'genial']"
2023-11-27,5,"Genial. Hace un mes que lo probé y el cambio en mi melena es espectacular, se ve sedoso y está suave y con más cuerpo, ya no puedo utilizar otro","['genial', 'mes', 'probe', 'cambio', 'melena', 'espectacular', 'sedoso', 'suave', 'cuerpo', 'utilizar']"
2023-11-27,5,"Espectacular. Lo probé y me gustó mucho, era la primera vez que lo usaba, al principio me daba un poco de miedo porque tengo muchas alergias, pero quedé muy satisfecha","['espectacular', 'probe', 'gusto', 'principio', 'dar', 'miedo', 'alergia', 'quede', 'satisfecho']"
2023-11-27,5,"Me encanta. Es maravilloso como deja el cabello suave y brillante ,me gusta mucho lo recomiendo","['encantar', 'maravilloso', 'pelo', 'suave', 'brillante', 'gustar', 'recomendar']"
2023-11-27,5,"Excelente resultado. Es fantástico, frena la caída y deja el pelo suave y sin caspa","['excelente', 'resultado', 'fantastico', 'frenar', 'caida', 'pelo', 'suave', 'caspa']"
2023-11-27,5,Un producto de una calidad estupenda. Llevo tan solo dos semanas de tratamiento y he notado una diferencia brutal en cuanto a la hidratación. Estupenda idea que no necesite aclarado,"['calidad', 'estupendo', 'llevar', 'semana', 'tratamiento', 'notar', 'diferencia', 'brutal', 'hidratacion', 'estupendo', 'idea', 'necesitar', 'aclarado']"
2023-11-27,5,"Fantástico!. La efectividad de este champú en el control de la dermatitis seborreica es impresionante. Después de un uso constante, los síntomas incómodos disminuyeron significativamente. La descamación y la irritación se redujeron drásticamente, proporcionando un alivio genuino.","['fantastico', 'efectividad', 'champu', 'control', 'dermatitis', 'seborreico', 'impresionante', 'constante', 'sintoma', 'incomodo', 'disminuir', 'significativamente', 'descamacion', 'irritacion', 'reducir', 'drasticamente', 'proporcionar', 'alivio', 'genuino']"
2023-11-27,5,"Fantastico. Maravilloso champú, me arreglo el pelo mejor que ninguno.","['fantastico', 'maravilloso', 'champu', 'arreglo', 'pelo']"
2023-11-26,4,Me encanta da mucho brillo y hidratación. Compre el producto para mi pelo dañado y me encantó el resultado,"['encantar', 'brillo', 'hidratacion', 'pelo', 'danado', 'encantar', 'resultado']"
2023-11-26,4,Funciona muy bien. Compré este producto y estoy muy contenta con los resultados,"['funcionar', 'contentar', 'resultado']"
2023-11-26,4,"Estupenda fragancia y sensación de menos caida. Desde que decidí probar este producto porque se me caía muchi el pelo estoy sorprendida, parece que lo tengo más sano y fuerte y se me cae mucha menor cantidad. Además el olor es magnífico","['estupendo', 'fragancia', 'sensacion', 'caida', 'decidi', 'probar', 'caia', 'muchi', 'pelo', 'sorprendido', 'sano', 'fuerte', 'caer', 'menor', 'cantidad', 'olor', 'magnifico']"
2023-11-26,4,"Buenos resultados sin aclarado. Producto muy práctico sin aclarado, lo que facilita su uso. Debes utilizarlo cada día por la mañana y por la noche pero los resultados compensan. Es fácil de aplicar gracias a su punta estrecha, la sensación es la misma que cuando tienes la piel seca y te pones crema. Da una sensación de frescor muy agradable, hidrata el cuero cabelludo y si tienes 46 años como yo y el pelo ya no está tan fuerte como antes, notas el pelo más fuerte. Así que ya sabes aplícalo cada día y notarás los resultados.","['resultado', 'aclarado', 'practico', 'aclarado', 'facilitar', 'deber', 'utilizar', 'manana', 'noche', 'resultado', 'compensar', 'facil', 'aplicar', 'gracias', 'punta', 'estrecho', 'sensacion', 'piel', 'seco', 'poner', 'crema', 'sensacion', 'frescor', 'agradable', 'hidratar', 'cuero', 'cabelludo', 'ano', 'pelo', 'fuerte', 'nota', 'pelo', 'fuerte', 'aplicalo', 'notarar', 'resultado']"
2023-11-26,5,Mejor imposible! !. Lo compré por experimentar y desde entonces no uso otro!,"['imposible', 'experimentar']"
2023-11-26,5,Muy bueno la verdad.. Lo compré para poder probarlo y de momento muy bien se me caía muchísimo el pelo tanto que me asuste y he decidido a probarlo y demomento va bastante bien me reducir mucho la caida,"['probar', 'momento', 'caia', 'muchisimo', 'pelo', 'asustar', 'decidir', 'probar', 'demomento', 'reducir', 'caida']"
2023-11-26,5,Fantastico me gusto. Me encanta lo recomiendo funciona muy bien deja el cabello fantastico,"['fantastico', 'gusto', 'encantar', 'recomendar', 'funcionar', 'pelo', 'fantastico']"
